annotated_by,category,question
unsupervised,NOT-A-QUESTION,"In southern Italy, the Normans incorporated elements of Islamic, Lombard, and Byzantine building techniques into their own, initiating a unique style known as Norman-Arab architecture within the Kingdom of Sicily."
unsupervised,NOT-A-QUESTION,"In ten years the population of Victoria increased sevenfold from 76,000 to 540,000."
unsupervised,NOT-A-QUESTION,"In the 10 years following the 1997 Treaty of Amsterdam and adoption of the Social Chapter the European Union has undertaken policy initiatives in various social policy areas, including labour and industry relations, equal opportunity, health and safety, public health, protection of children, the disabled and elderly, poverty, migrant workers, education, training and youth."
unsupervised,NOT-A-QUESTION,"In the 1060s, Robert Crispin led the Normans of Edessa against the Turks."
unsupervised,NOT-A-QUESTION,"In the 16th century, the beginning of the historical era, the region was inhabited by the Mocama, a coastal subgroup of the Timucua people."
unsupervised,NOT-A-QUESTION,"In the 1890s, the University of Chicago, fearful that its vast resources would injure smaller schools by drawing away good students, affiliated with several regional colleges and universities: Des Moines College, Kalamazoo College, Butler University, and Stetson University."
unsupervised,NOT-A-QUESTION,"In the 1910s, New York–based filmmakers were attracted to Jacksonville's warm climate, exotic locations, excellent rail access, and cheap labor."
unsupervised,NOT-A-QUESTION,"In the 1960s, a series of discoveries, the most important of which was seafloor spreading, showed that the Earth's lithosphere, which includes the crust and rigid uppermost portion of the upper mantle, is separated into a number of tectonic plates that move across the plastically deforming, solid, upper mantle, which is called the asthenosphere."
unsupervised,NOT-A-QUESTION,"In the 1970s, the city was the subject of a song, ""Walking Into Fresno"", written by Hall Of Fame guitarist Bill Aken and recorded by Bob Gallion of the world-famous ""WWVA Jamboree"" radio and television show in Wheeling, West Virginia."
unsupervised,NOT-A-QUESTION,"In the 1990s, Rankine steam cycles generated about 90% of all electric power used throughout the world, including virtually all solar, biomass, coal and nuclear power plants."
unsupervised,NOT-A-QUESTION,In the 19th century the Krasiński Palace Garden was remodelled by Franciszek Szanior.
unsupervised,NOT-A-QUESTION,"In the 20th century, the development of quantum mechanics led to a modern understanding that the first three fundamental forces (all except gravity) are manifestations of matter (fermions) interacting by exchanging virtual particles called gauge bosons."
unsupervised,NOT-A-QUESTION,"In the Early Pleistocene, the Rhine followed a course to the northwest, through the present North Sea."
unsupervised,NOT-A-QUESTION,"In the January 2006 legislative election—its first foray into the political process—it won the majority of the seats, and in 2007 it drove the PLO out of Gaza."
unsupervised,NOT-A-QUESTION,"In the Manakintown area, the Huguenot Memorial Bridge across the James River and Huguenot Road were named in their honor, as were many local features, including several schools, including Huguenot High School."
unsupervised,NOT-A-QUESTION,"In the March Battle of Fort Bull, French forces destroyed the fort and large quantities of supplies, including 45,000 pounds of gunpowder."
unsupervised,NOT-A-QUESTION,"In the U.S. federal health care system (including the VA, the Indian Health Service, and NIH) ambulatory care pharmacists are given full independent prescribing authority."
unsupervised,NOT-A-QUESTION,"In the US production, distribution and price disruptions ""have been held responsible for recessions, periods of excessive inflation, reduced productivity, and lower economic growth."""
unsupervised,NOT-A-QUESTION,"In the United Kingdom and several other Commonwealth countries including Australia and Canada, the use of the term is generally restricted to primary and secondary educational levels; it is almost never used of universities and other tertiary institutions."
unsupervised,NOT-A-QUESTION,"In the United Kingdom, the basic principle is that Parliament, as the sovereign expression of democratic legitimacy, can decide whether it wishes to expressly legislate against EU law."
unsupervised,NOT-A-QUESTION,"In the United States, approximately 828,000 women were employed in the construction industry as of 2011."
unsupervised,NOT-A-QUESTION,"In the United States, the industry in 2014 has around $960 billion in annual revenue according to statistics tracked by the Census Bureau, of which $680 billion is private (split evenly between residential and nonresidential) and the remainder is government."
unsupervised,NOT-A-QUESTION,"In the aftermath of the 1979 referendum defeat, the Campaign for a Scottish Assembly was initiated as a pressure group, leading to the 1989 Scottish Constitutional Convention with various organisations such as Scottish churches, political parties and representatives of industry taking part."
unsupervised,NOT-A-QUESTION,"In the aftermath, Montcalm and the Indians under his command disagreed about the disposition of prisoners' personal effects."
unsupervised,NOT-A-QUESTION,"In the autumn of 1991, talks were held for the broadcast rights for Premier League for a five-year period, from the 1992 season."
unsupervised,NOT-A-QUESTION,"In the beginning of the 14th century it became one of the seats of the Dukes of Masovia, becoming the official capital of Masovian Duchy in 1413."
unsupervised,NOT-A-QUESTION,"In the case of spacesuits, the O
2 partial pressure in the breathing gas is, in general, about 30 kPa (1.4 times normal), and the resulting O
2 partial pressure in the astronaut's arterial blood is only marginally more than normal sea-level O
2 partial pressure (for more information on this, see space suit and arterial blood gas)."
unsupervised,NOT-A-QUESTION,"In the compound engine, high-pressure steam from the boiler expands in a high-pressure (HP) cylinder and then enters one or more subsequent lower-pressure (LP) cylinders."
unsupervised,NOT-A-QUESTION,"In the course of the 10th century, the initially destructive incursions of Norse war bands into the rivers of France evolved into more permanent encampments that included local women and personal property."
unsupervised,NOT-A-QUESTION,"In the datagram system, the hosts have the responsibility to ensure orderly delivery of packets."
unsupervised,NOT-A-QUESTION,"In the early 18th century, a regional group known as the Camisards who were Huguenots rioted against the Catholic Church in the region, burning churches and killing clergy."
unsupervised,NOT-A-QUESTION,"In the early morning hours cancer took the best friend, partner and pub trivia teammate a guy could ask for."
unsupervised,NOT-A-QUESTION,"In the early years, many Huguenots also settled in the area of present-day Charleston, South Carolina."
unsupervised,NOT-A-QUESTION,"In the first major case in 1964, Costa v ENEL, a Milanese lawyer, and former shareholder of an energy company, named Mr Costa refused to pay his electricity bill to Enel, as a protest against the nationalisation of the Italian energy corporations."
unsupervised,NOT-A-QUESTION,"In the last 30 hours, 10 of those were spent watching Making A Murderer."
unsupervised,NOT-A-QUESTION,"In the local Alemannic dialect, the singular is pronounced ""Isel"" and this is also the local pronunciation of Esel (""Donkey"")."
unsupervised,NOT-A-QUESTION,"In the meantime French ships had escaped the British blockade of the French coast, and a fleet outnumbering the British one awaited Loudoun at Louisbourg."
unsupervised,NOT-A-QUESTION,"In the meantime, on August 1, 1774, an experiment conducted by the British clergyman Joseph Priestley focused sunlight on mercuric oxide (HgO) inside a glass tube, which liberated a gas he named ""dephlogisticated air""."
unsupervised,NOT-A-QUESTION,"In the mid-1950s, Frank Burnet, inspired by a suggestion made by Niels Jerne, formulated the clonal selection theory (CST) of immunity."
unsupervised,NOT-A-QUESTION,"In the mid-1960s, corruption scandals began to arise among many of the city's officials, who were mainly elected through the traditional old boy network."
unsupervised,NOT-A-QUESTION,"In the most famous case Rewe-Zentral AG v Bundesmonopol für Branntwein, the Court of Justice found that a German law requiring all spirits and liqueurs (not just imported ones) to have a minimum alcohol content of 25 per cent was contrary to TFEU article 34, because it had a greater negative effect on imports."
unsupervised,NOT-A-QUESTION,"In the north eastern part of Fresno, Woodward Park was founded by the late Ralph Woodward, a long-time Fresno resident."
unsupervised,NOT-A-QUESTION,"In the present equilibrium, production and consumption occur at the same rate of roughly 1/2000th of the entire atmospheric oxygen per year."
unsupervised,NOT-A-QUESTION,"In the river, electric eels can produce an electric shock that can stun or kill, while piranha are known to bite and injure humans."
unsupervised,NOT-A-QUESTION,"In the virtual call system, the network guarantees sequenced delivery of data to the host."
